"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"34618","1","10 million RMB cash grant for flood relief","","start-actual","","end-actual","China","CHN","Thailand","THA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2010","2010","1373174.824","0.0"
"34606","1","China signs Traditional Medical Center Project Design Agreement with Thailand","","start-actual","","end-actual","China","CHN","Thailand","THA","120","Health","Pipeline/identification","2010","2010","920027.1324","0.0"
"34637","1","2.57 million USD cash and in-kind grant for flood relief","","start-actual","","end-actual","China","CHN","Thailand","THA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2011","2011","2130402.557","0.0"
"35383","1","China Red Cross Gives 30,000 USD for Flood Disaster Relief in Thailand","","start-actual","","end-actual","China","CHN","Thailand","THA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2011","2011","24868.51234","0.0"
"38740","1","China donates $1.5m in flood relief supplies to Thailand (linked to #38738)","","start-actual","","end-actual","China","CHN","Thailand","THA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion"," "," ","0.0","0.0"
"38738","1","China donates $4.7m in flood relief supplies to Thailand (linked to #38740)","","start-actual","","end-actual","China","CHN","Thailand","THA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion"," "," ","0.0","0.0"
"34691","1","China donates 100 tablet computers for students in Thailand (linked to #38175)","","start-actual","","end-actual","China","CHN","Thailand","THA","110","Education","Completion"," "," ","0.0","0.0"
"34692","1","China donates TB25m to Bangkok Metropolitan Administration (BMA)","","start-actual","","end-actual","China","CHN","Thailand","THA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion"," "," ","0.0","0.0"
"38908","1","Traditional Chinese Physicians Give Free Medical Consultations in Thailand","","start-actual","","end-actual","China","CHN","Thailand","THA","120","Health","Completion"," "," ","0.0","0.0"
"38962","1","China agrees to cooperate with Thailand on sustainable development","","start-actual","","end-actual","China","CHN","Thailand","THA","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"35086","1","China sends water management experts to advise Thailand","","start-actual","","end-actual","China","CHN","Thailand","THA","140","Water Supply and Sanitation","Pipeline/identification"," "," ","0.0","0.0"
"38242","1","China agrees to technological cooperation with Thailand for agricultural development","","start-actual","","end-actual","China","CHN","Thailand","THA","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"38559","1","China to provide loans to Thailand for railway construction","","start-actual","","end-actual","China","CHN","Thailand","THA","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"31116","1","50 million USD Technical and economic cooperation grant","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Pipeline/identification","2013","2013","7404610.11","0.0"
"35037","1","China sends 16th medical team to Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Implementation"," "," ","0.0","0.0"
"30623","1","Communist Party Computer Donation","","start-actual","","end-actual","China","CHN","Uganda","UGA","220","Communications","Completion"," "," ","0.0","0.0"
"35619","1","Donation of Anti-Malaria Medicine, Equipment, and Supplies","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"35617","1","16th Chinese Medical team donates medicine and equipment to Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"30259","1","China to Offer 40 scholarship to Ugandan Students","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"30257","1","China provides 26 billion UGX interest free loan to Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","8740994.254","0.0"
"30240","1","Chinese school construction","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Pipeline/identification","2012","2012","75643.21951","0.0"
"30256","1","Grant for development projects","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","6723841.734","0.0"
"30985","1","Road Equipment District Units","","start-actual","","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","Implementation","2012","2012","109699.4779","0.0"
"30459","1","Training in target industrial skills","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Completion"," "," ","0.0","0.0"
"14235","1","China EXIM Bank Loans 350 million for Construction of Entebbe-Kampala Toll Road in Uganda","2012-11-21","start-actual","","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","Implementation","2011","2012","290132644.0","0.0"
"30445","1","China offers interest-free loan for projects (linked to - ID#30224)","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Pipeline/identification","2011","2011","12829147.61","0.0"
"35620","1","15th Chinese medical team","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"14681","1","Loans for infrastructure development","2012-07-01","start-actual","","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","Implementation","2010","2012","92967629.85","0.0"
"30718","1","Chinese investment company funds medical team to Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Implementation"," "," ","0.0","0.0"
"14359","1","Donation of anti-malaria drugs","2010-01-18","start-actual","2010-01-18","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2010","2010","371870.5194","0.0"
"14612","1","Donation of anti-malaria drugs","2010-10-08","start-actual","2010-10-08","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2010","2010","426935.3602","0.0"
"14342","1","Grant for Mandela Stadium upgrade","2010-07-12","start-actual","2011-04-17","end-actual","China","CHN","Uganda","UGA","160","Other Social Infrastructure and Services","Completion","2010","2011","2789028.896","0.0"
"35622","1","14th Chinese medical team in Uganda donates 100,000 RMB worth of medicine and equipment","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2010","2010","13731.74824","0.0"
"14381","1","Technical training for Ugandan workers","2007-01-01","start-actual","2010-01-01","end-actual","China","CHN","Uganda","UGA","430","Other","Completion","2007","2010","0.0","0.0"
"12253","1","Loan for e-governance and national backbone infrastructure","2009-01-01","start-actual","","end-actual","China","CHN","Uganda","UGA","220","Communications","Implementation","2009","2009","106000000.0","0.0"
"35621","1","14th Chinese medical team","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"12479","1","China Grants Uganda 5 million USD to Construct Agricultural Aquaculture Demonstration Center","2009-01-01","start-actual","2010-12-01","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Completion","2009","2010","5000000.0","0.0"
"30981","1","China provides senior agricultural experts to Uganda","2009-07-01","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Completion","2009","2009","4414680.0","0.0"
"12513","1","China Funds 750,000 USD for Construction of Secondary School in Sembabule District in Uganda","","start-actual","2009-09-08","end-actual","China","CHN","Uganda","UGA","110","Education","Completion","2009","2009","750000.0","0.0"
"30704","1","China Funds Construction of China-Uganda Friendship School","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Completion","2009","2009","700000.0","0.0"
"12448","1","Chinese donation of reproductive health medical equipment","2009-06-30","start-actual","2009-06-30","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2009","2009","300000.0","0.0"
"12360","1","Donation of anti-malaria drugs","2009-04-20","start-actual","2009-04-20","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2009","2009","400000.0","0.0"
"30977","1","Donation of office supplies for National Resistance Movement","2009-09-01","start-actual","","end-actual","China","CHN","Uganda","UGA","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","Completion","2009","2009","83080.0","0.0"
"30011","1","CDB Funds Construction of Hebei Farm in Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Implementation","2009","2009","1449187.098","0.0"
"11579","1","Loan for sanitation and road equipment","2009-01-01","start-actual","","end-actual","China","CHN","Uganda","UGA","430","Other","Pipeline/identification","2008","2009","10264564.76","0.0"
"11543","1","Loan for security communications system","","start-actual","2008-01-19","end-actual","China","CHN","Uganda","UGA","150","Government and Civil Society","Completion","2008","2008","5055632.421","0.0"
"11536","1","Construction of Export Promotions Hub","","start-actual","","end-actual","China","CHN","Uganda","UGA","330","Trade and Tourism","Pipeline/identification"," "," ","0.0","0.0"
"23467","1","Construction of hospital","2009-09-23","start-actual","2012-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2008","2012","6066758.905","0.0"
"11563","1","Donation of farm supplies and seeds","","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Implementation","2008","2008","1528052.664","0.0"
"2518","1","Debt forgiveness","2007-09-21","start-actual","2007-09-21","end-actual","China","CHN","Uganda","UGA","600","Action Relating to Debt","Completion","2007","2007","20286521.16","0.0"
"35623","1","13th Chinese Medical Team","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"12177","1","China Funds Construction of Anti-Malaria Center at the Mulago Hospital in Uganda","","start-actual","2008-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2007","2008","484671.4996","0.0"
"12127","1","China Funds Construction of Government Offices in Uganda","2009-10-01","start-actual","2012-01-12","end-actual","China","CHN","Uganda","UGA","150","Government and Civil Society","Completion","2007","2012","32219768.9","0.0"
"11347","1","China Grants Uganda 2 billion UGX for the Construction of Model Agricultural Primary Schools","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Pipeline/identification","2007","2007","1384775.713","0.0"
"11357","1","Construction of industrial school","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"15400","1","Development grant","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Pipeline/identification","2007","2007","8114608.464","0.0"
"11465","1","Grant for flood relief","","start-actual","","end-actual","China","CHN","Uganda","UGA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Implementation","2007","2007","119332.4774","0.0"
"11289","1","HIV/AIDS health experts and medical equipment","","start-actual","","end-actual","China","CHN","Uganda","UGA","130","Population Policies / Programmes and Reproductive Health","Pipeline/identification"," "," ","0.0","0.0"
"30986","1","Donation of agricultural implements","2007-05-01","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Completion","2007","2007","78628.16937","0.0"
"11391","1","Construction of automobile factory","","start-actual","","end-actual","China","CHN","Uganda","UGA","320","Industry, Mining, Construction","Implementation","2007","2007","11933247.74","0.0"
"34837","1","China funds anti-malaria program in Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"2515","1","Construction of rail line to Juba","","start-actual","","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"11413","1","China Funds Upgrade of UBC's Broadcasting Facilities in Uganda","2007-11-01","start-actual","","end-actual","China","CHN","Uganda","UGA","220","Communications","Completion","2006","2007","2459060.262","0.0"
"2514","1","Expansion of parliament chambers","","start-actual","2008-01-01","end-actual","China","CHN","Uganda","UGA","150","Government and Civil Society","Completion","2006","2008","17635836.99","0.0"
"2517","1","Grant for refuse collection","","start-actual","","end-actual","China","CHN","Uganda","UGA","140","Water Supply and Sanitation","Pipeline/identification","2006","2006","13458005.71","0.0"
"16519","1","Mulago hospital computer donation","2006-06-23","start-actual","2006-06-23","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2006","2006","0.0","0.0"
"23426","1","Mulago hospital donation","","start-actual","","end-actual","China","CHN","Uganda","UGA","130","Population Policies / Programmes and Reproductive Health","Implementation","2006","2006","134580.0571","0.0"
"35624","1","12th Chinese medical team","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"18629","1","China Sends Experts to Mandela Stadium ","2001-01-01","start-actual","2001-01-17","end-actual","China","CHN","Uganda","UGA","160","Other Social Infrastructure and Services","Implementation","2001","2004","6707594.157","0.0"
"2510","1","Construction of state house","2004-01-01","start-actual","2007-11-10","end-actual","China","CHN","Uganda","UGA","150","Government and Civil Society","Completion","2004","2007","7534325.102","0.0"
"2511","1","Grant for development aid","2004-09-16","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Pipeline/identification","2004","2004","3917849.053","0.0"
"12430","1","Scholarships for Ugandan students","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Implementation"," "," ","0.0","0.0"
"35625","1","11th Chinese medical team","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"2507","1","Aid to Interally Displaced Persons Camps","2003-08-30","start-actual","2003-08-30","end-actual","China","CHN","Uganda","UGA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2003","2003","402769.4314","0.0"
"2502","1","China donates garbage trucks to Uganda ","2003-12-08","start-actual","2003-12-08","end-actual","China","CHN","Uganda","UGA","140","Water Supply and Sanitation","Completion","2003","2003","2335731.191","0.0"
"2497","1","Donation to the Uganda Olympic Committee","2003-12-19","start-actual","2003-12-19","end-actual","China","CHN","Uganda","UGA","160","Other Social Infrastructure and Services","Completion","2003","2003","16110.77726","0.0"
"2509","1","Unconditional grant","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","Implementation","2003","2003","5839327.976","0.0"
"2498","1","Construction of building for Ministry of Foreign Affairs Office","2002-11-28","start-actual","2004-01-01","end-actual","China","CHN","Uganda","UGA","150","Government and Civil Society","Completion","2002","2004","7839891.454","0.0"
"2505","1","Donation of computers to promote education","2002-08-09","start-actual","2002-08-09","end-actual","China","CHN","Uganda","UGA","110","Education","Completion","2002","2002","0.0","0.0"
"18654","1","Donation of medical equipment","2002-01-01","start-actual","2003-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2002","2003","596782.0788","0.0"
"15102","1","China loans 40 million USD to Uganda for construction of food research facility","","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Pipeline/identification","2001","2001","66512631.79","0.0"
"2495","1","Debt cancellation","2001-01-17","start-actual","2001-01-17","end-actual","China","CHN","Uganda","UGA","600","Action Relating to Debt","Completion","2001","2001","83140789.73","0.0"
"18606","1","10th Chinese medical team","2001-01-01","start-actual","2003-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","Completion","2001","2003","57153421.54","0.0"
"18617","1","Experts to guide in UIRI ","2001-01-01","start-actual","2004-01-01","end-actual","China","CHN","Uganda","UGA","110","Education","Completion","2001","2004","710727.3782","0.0"
"2496","1","China provides aid to Uganda to fight Ebola Virus","2001-02-13","start-actual","2001-02-28","end-actual","China","CHN","Uganda","UGA","120","Health","Pipeline/identification","2001","2001","13939868.69","0.0"
"2501","1","Donation of equipment for cultural activities","2008-05-30","start-actual","2008-05-30","end-actual","China","CHN","Uganda","UGA","160","Other Social Infrastructure and Services","Completion","2001","2008","62320.35656","0.0"
"2499","1","Trade and economic cooperation pact","","start-actual","","end-actual","China","CHN","Uganda","UGA","330","Trade and Tourism","Pipeline/identification","2001","2001","16628157.95","0.0"
"18672","1","Biogas project","2001-01-01","start-actual","2001-01-01","end-actual","China","CHN","Uganda","UGA","230","Energy Generation and Supply","Completion","2001","2001","0.0","0.0"
"2489","1","Donation of road maintenance vehicles ","2001-05-12","start-actual","2001-05-12","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","Completion","2000","2001","5431186.622","0.0"
"2494","1","Donation of television station equipment","2001-08-01","start-actual","2001-08-01","end-actual","China","CHN","Uganda","UGA","220","Communications","Completion","2001","2001","0.0","0.0"
"36216","1","China International Water and Electric Corp. implement Isimba hydropower plant","","start-actual","","end-actual","China","CHN","Uganda","UGA","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"37929","1","China donated 98 solar energy lamps in Kampala, Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","160","Other Social Infrastructure and Services","Completion"," "," ","0.0","0.0"
"37942","1","China pledges to cooperate with UNESCO for Africa Teacher Training program in Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"36217","1","China to fund $620m Tororo mining project","","start-actual","","end-actual","China","CHN","Uganda","UGA","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"36219","1","China's Sichuan to Invest $60 Million in Pilot cotton Farm in Masaka District","","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"37936","1","Chinese Embassy in Uganda gifted office appliances to the office Ugandan Foreign Minister","","start-actual","","end-actual","China","CHN","Uganda","UGA","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"36215","1","Chinese company contracted to build highway and EXIM bank founded the project (duplicate of #14235)","","start-actual","","end-actual","China","CHN","Uganda","UGA","210","Transport and Storage","Implementation"," "," ","0.0","0.0"
"35618","1","Donation of medicine and equipment","","start-actual","","end-actual","China","CHN","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"35742","1","Economic and Technical Cooperation","2001-09-23","start-actual","","end-actual","China","CHN","Venezuela","VEN","310","Agriculture, Forestry, Fishing","Completion","2001","2001","0.0","0.0"
"38059","1","The Venezuelan Parliament Approved the Container Inspection Project","","start-actual","","end-actual","China","CHN","Venezuela","VEN","330","Trade and Tourism","Completion"," "," ","0.0","0.0"
"35978","1","Installation of a Rail and Wagon Plant [Linked to #35972]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","Completion"," "," ","0.0","0.0"
"35985","0","CDB Commits $4 billion for Tranche A or Heavy Fund I (Fondo Estrategico Pesado de Financiamiento) [Linked to #37528]","2008-01-01","start-actual","2010-11-30","end-actual","China","CHN","Venezuela","VEN","998","Unallocated / Unspecified","Completion","2008","2010","0.0","0.0"
"37528","0","CDB Commits $4 billion for Tranche B of Heavy Fund I (Fondo Estrategico Pesado de Financiamiento) [Linked to #35985] ","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","Completion"," "," ","0.0","0.0"
"37443","1","Joint Venture for Home Appliance Assembly Plant","","start-actual","","end-actual","China","CHN","Venezuela","VEN","250","Business and Other Services","Completion"," "," ","0.0","0.0"
"37918","1","Venezuela buys machinery from China XCMG to construct housing","","start-actual","","end-actual","China","CHN","Venezuela","VEN","160","Other Social Infrastructure and Services","Completion","2011","2011","617236476.3","0.0"
"38056","1","CDB loans PDVSA 500 million USD for the Purchase of Oil drilling Equipment","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Completion","2011","2011","414475205.7","0.0"
"37941","1","Dredging the Rio Orinoco Canal [Linked to #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","Completion","2011","2011","133461016.2","0.0"
"37920","1","China Great Wall Industry Corporation builds VRSS-1 remote sensing satellite for Venezuela","","start-actual","","end-actual","China","CHN","Venezuela","VEN","160","Other Social Infrastructure and Services","Completion","2011","2011","120032019.6","0.0"
"37953","1","Juan Bautista Arismendi Phase 1: Two 85MW Generator Units [Linked to #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Completion"," "," ","0.0","0.0"
"38163","1","Fondo Estrategico Pesado de Financiamiento Tranche B Renewal [Linked to #37528]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","998","Unallocated / Unspecified","Completion","2012","2012","3361920867.0","0.0"
"38159","1","$7.5 mln to Purchase Equipment for Bauxilum [Linked to #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Completion","2012","2012","6303601.626","0.0"
"38178","1","China funds Construction of Milk Pasteurization Plant in Venezuela","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Completion","2013","2013","47706422.02","0.0"
"38313","1","$127 mln for Surgical Equipment [Linked #38290]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","120","Health","Completion","2014","2014","115454545.5","0.0"
"39157","1","China loosens repayment terms for 50 billion USD in oil-backed loans made to Venezuela since 2007","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","Completion"," "," ","0.0","0.0"
"35833","1","China authorizes 20 million USD Credit Line for Venezuela agricultural improvements","","start-actual","","end-actual","China","CHN","Venezuela","VEN","310","Agriculture, Forestry, Fishing","Implementation","2001","2001","33256315.89","0.0"
"37944","1","China Great Wall Industry Corporation builds VeneSat-1 communications satellite for Venezuela","2005-11-01","start-actual","2009-01-10","end-actual","China","CHN","Venezuela","VEN","220","Communications","Implementation","2005","2009","582788183.9","0.0"
"37833","1","Financing Four Power Projects [Linked to #37821]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Implementation","2010","2010","5113219642.0","0.0"
"37829","1","Support for Nine Socialist Agricultural Development Schemes [Linked to #37804]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","310","Agriculture, Forestry, Fishing","Implementation"," "," ","0.0","0.0"
"38053","1","China Development Bank Loans PDVSA and CNPC joint venture 4 billion USD to Accelerate Petroleum Projects in the Orinoco belt","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Implementation","2011","2011","3315801646.0","0.0"
"37914","1","Chinalco awarded 403 million USD contract for construction and improvements to Alcasa aluminum plant to increase production","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Implementation","2011","2011","334067015.8","0.0"
"39422","1","CITIC wins $400 million USD housing project in Caracas","","start-actual","","end-actual","China","CHN","Venezuela","VEN","160","Other Social Infrastructure and Services","Implementation"," "," ","0.0","0.0"
"37939","1","WISCO signs 200 million USD contract for equipment sent to Ferrominera to increase iron production [Linked to #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Implementation"," "," ","0.0","0.0"
"38146","1","Construction of Tocoma-Uribante Power Line [Linked to #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Implementation","2012","2012","1105231485.0","0.0"
"38147","1","Revival of San Isidro Mine - Puerto Ordaz plant Railway [Linked to #37939 and #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","Implementation"," "," ","0.0","0.0"
"38064","1","China and Venezuela Signed a $4 Billion Financing Agreement to fund Sinovensa joint venture","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Implementation","2013","2013","3688073394.0","0.0"
"38297","1","Construction of 3rd Joint Satellite [Linked to #38290]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","220","Communications","Implementation","2013","2013","155963302.8","0.0"
"38290","1","Venezuela opens 5 billion USD Credit Line with China Development Bank for various development projects","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","Implementation","2013","2013","4587155963.0","0.0"
"35885","1","$40 mln Credit for Agricultural Machinery [Linked to #35884]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","310","Agriculture, Forestry, Fishing","Pipeline/identification","2004","2004","60274600.82","0.0"
"35877","1","$605,000 Grant for Economic Cooperation","2004-04-24","start-actual","","end-actual","China","CHN","Venezuela","VEN","330","Trade and Tourism","Pipeline/identification","2004","2004","911653.3374","0.0"
"35974","1","$2 bln Investment in Oil [Linked to #35972]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Pipeline/identification","2006","2006","2691601143.0","0.0"
"35986","1","China and Venezuela sign cooperation agreements to finance house and highway construction","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"37496","1","China-Venezuela fund invests 300 million USD for plant construction facilitated by Pequiven ","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification","2009","2009","1390000000.0","0.0"
"37541","1","$1 bln Credit Line for Venezuelan Mining Industry","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification","2009","2009","1000000000.0","0.0"
"39431","1","China Exim Bank gives concessional loan of 60 million USD to finance 'Gas Domiciliario 39K'","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification","2009","2009","60000000.0","0.0"
"37523","1","1 billion USD for renovation and support of Corpoelec","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"37542","1","13 Electricity Generation Projects","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"37525","1","Financing CORPOELEC Operational Deficit [Linked to #37523]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Pipeline/identification"," "," ","0.0","0.0"
"37478","1","Loan for Supplies for the Tinaco-Anaco Rail Line Construction [Linked to #37950, #35881]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"37807","1","China CAMC builds 550 MW El Vigia Thermoelectric Power Plant valued at 956 million USD [Linked #37804]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","Pipeline/identification","2010","2010","888770541.4","0.0"
"37940","1","Metallurgical Corporation of China awarded contract to expand the Puerto de Palua [Linked to #37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification","2011","2011","92842446.08","0.0"
"37924","1","Construction of New Pellet Plant and Production Upgrade at Ferrominera Orinoco [Linked to #37804]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification"," "," ","0.0","0.0"
"38298","1","100 Scholarships for Venezuelan students to Study Science, Technology, and Telecommunications in China [Linked to #38290]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"38293","1","China loans 700 million USD to develop Las Cristinas gold mine [linked to project #38318]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification","2013","2013","642201834.9","0.0"
"38316","1","Fondo Estrategico Pesado de Financiamiento Tranche C [Linked to #35985, #37528].","","start-actual","","end-actual","China","CHN","Venezuela","VEN","998","Unallocated / Unspecified","Pipeline/identification","2013","2013","4587155963.0","0.0"
"38318","1","China commits 691 million USD loan for Venezuela Geological Survey [linked to project #38293]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","Pipeline/identification","2014","2014","628181818.2","0.0"
"38380","1","Fondo Estrategico Pesado de Financiamiento Tranche A - Renewal 2 [#37838]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","998","Unallocated / Unspecified","Pipeline/identification","2014","2014","3636363636.0","0.0"
"35907","1","17-19 Cooperation Accords [Linked to ID#35908, ID#35909, ID#35910]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"37289","1","Construction of Metro Lines (Linked to #35985)","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","Pipeline/identification","2008","2008","353894269.5","0.0"
"37290","1","Renovation of Public Roads and Agricultural Routes (Linked to #35985)","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","Pipeline/identification","2008","2008","157735731.5","0.0"
"37440","1","Agreement for Technology Transfer (Linked to ID#37528)","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","Pipeline/identification"," "," ","0.0","0.0"
